Timestamp,DL_bitrate
2017.12.18_06.28.05,17010
2017.12.18_06.28.06,21014
2017.12.18_06.28.08,16664
2017.12.18_06.28.09,12514
2017.12.18_06.28.10,15601
2017.12.18_06.28.12,16843
2017.12.18_06.28.13,11787
2017.12.18_06.28.14,11239
2017.12.18_06.28.15,9428
2017.12.18_06.28.16,5949
2017.12.18_06.28.17,10110
2017.12.18_06.28.18,9707
2017.12.18_06.28.19,7213
2017.12.18_06.28.21,5010
2017.12.18_06.28.22,6050
2017.12.18_06.28.23,7001
2017.12.18_06.28.24,6833
2017.12.18_06.28.25,7113
2017.12.18_06.28.26,6676
2017.12.18_06.28.27,6005
2017.12.18_06.28.28,6162
2017.12.18_06.28.30,8399
2017.12.18_06.28.31,7191
2017.12.18_06.28.32,7224
2017.12.18_06.28.33,7784
2017.12.18_06.28.34,7135
2017.12.18_06.28.35,6699
2017.12.18_06.28.36,7057
2017.12.18_06.28.37,5703
2017.12.18_06.28.38,4607
2017.12.18_06.28.40,3500
2017.12.18_06.28.41,4171
2017.12.18_06.28.42,3869
2017.12.18_06.28.43,4742
2017.12.18_06.28.44,5413
2017.12.18_06.28.45,2158
2017.12.18_06.28.46,1432
2017.12.18_06.28.47,1935
2017.12.18_06.28.49,1487
2017.12.18_06.28.50,1722
2017.12.18_06.28.51,1800
2017.12.18_06.28.52,1185
2017.12.18_06.28.53,1565
2017.12.18_06.28.54,492
2017.12.18_06.28.55,626
2017.12.18_06.28.56,592
2017.12.18_06.28.57,671
2017.12.18_06.28.58,603
2017.12.18_06.29.00,492
2017.12.18_06.29.01,693
2017.12.18_06.29.02,849
2017.12.18_06.29.03,671
2017.12.18_06.29.04,827
2017.12.18_06.29.05,995
2017.12.18_06.29.06,883
2017.12.18_06.29.07,581
2017.12.18_06.29.08,1107
2017.12.18_06.29.09,682
2017.12.18_06.29.10,480
2017.12.18_06.29.11,503
2017.12.18_06.29.13,424
2017.12.18_06.29.14,301
2017.12.18_06.29.15,301
2017.12.18_06.29.16,300
2017.12.18_06.29.17,300
2017.12.18_06.29.18,300
2017.12.18_06.29.19,458
2017.12.18_06.29.20,671
2017.12.18_06.29.21,424
2017.12.18_06.29.23,503
2017.12.18_06.29.24,300
2017.12.18_06.29.25,917
2017.12.18_06.29.26,1096
2017.12.18_06.29.27,872
2017.12.18_06.29.28,1498
2017.12.18_06.29.29,1465
2017.12.18_06.29.30,1968
2017.12.18_06.29.32,2393
2017.12.18_06.29.33,1532
2017.12.18_06.29.34,1151
2017.12.18_06.29.35,3153
2017.12.18_06.29.36,3657
2017.12.18_06.29.37,2874
2017.12.18_06.29.38,2113
2017.12.18_06.29.39,3701
2017.12.18_06.29.40,2069
2017.12.18_06.29.41,2661
2017.12.18_06.29.42,2599
2017.12.18_06.29.44,2212
2017.12.18_06.29.45,2169
2017.12.18_06.29.45,2169
2017.12.18_06.29.46,1476
2017.12.18_06.29.47,300
2017.12.18_06.29.48,1308
2017.12.18_06.29.49,4686
2017.12.18_06.29.50,5893
2017.12.18_06.29.51,3578
2017.12.18_06.29.52,4104
2017.12.18_06.29.53,2214
2017.12.18_06.29.54,2639
2017.12.18_06.29.56,637
2017.12.18_06.29.57,300
2017.12.18_06.29.58,2896
2017.12.18_06.29.59,2941
2017.12.18_06.30.00,1621
2017.12.18_06.30.02,2997
2017.12.18_06.30.03,2057
2017.12.18_06.30.04,1811
2017.12.18_06.30.05,4328
2017.12.18_06.30.06,2538
2017.12.18_06.30.07,4495
2017.12.18_06.30.08,5077
2017.12.18_06.30.09,4507
