Timestamp,DL_bitrate
2018.02.02_11.24.32,29223
2018.02.02_11.24.33,20779
2018.02.02_11.24.35,17245
2018.02.02_11.24.36,10099
2018.02.02_11.24.37,16787
2018.02.02_11.24.38,8689
2018.02.02_11.24.39,13487
2018.02.02_11.24.40,7135
2018.02.02_11.24.41,12883
2018.02.02_11.24.42,7325
2018.02.02_11.24.44,13185
2018.02.02_11.24.45,10278
2018.02.02_11.24.46,13141
2018.02.02_11.24.47,9763
2018.02.02_11.24.48,6251
2018.02.02_11.24.49,13431
2018.02.02_11.24.50,16585
2018.02.02_11.24.52,6374
2018.02.02_11.24.53,3735
2018.02.02_11.24.54,7907
2018.02.02_11.24.55,3769
2018.02.02_11.24.56,6218
2018.02.02_11.24.57,2527
2018.02.02_11.24.58,6207
2018.02.02_11.24.59,5368
2018.02.02_11.25.00,9853
2018.02.02_11.25.02,14628
2018.02.02_11.25.03,13801
2018.02.02_11.25.04,7247
2018.02.02_11.25.05,9305
2018.02.02_11.25.06,9081
2018.02.02_11.25.07,5569
2018.02.02_11.25.08,9383
2018.02.02_11.25.09,6822
2018.02.02_11.25.10,9808
2018.02.02_11.25.12,13163
2018.02.02_11.25.13,13555
2018.02.02_11.25.14,10054
2018.02.02_11.25.15,7817
2018.02.02_11.25.16,3824
2018.02.02_11.25.17,2393
2018.02.02_11.25.18,2304
2018.02.02_11.25.19,4171
2018.02.02_11.25.21,3165
2018.02.02_11.25.22,2337
2018.02.02_11.25.23,2315
2018.02.02_11.25.24,4205
2018.02.02_11.25.25,1968
2018.02.02_11.25.26,1375
2018.02.02_11.25.27,1767
2018.02.02_11.25.28,2807
2018.02.02_11.25.30,2348
2018.02.02_11.25.31,1006
2018.02.02_11.25.32,8723
2018.02.02_11.25.33,14695
2018.02.02_11.25.34,9338
2018.02.02_11.25.35,3578
2018.02.02_11.25.36,12011
2018.02.02_11.25.38,9003
2018.02.02_11.25.39,8499
2018.02.02_11.25.40,5547
2018.02.02_11.25.41,12582
2018.02.02_11.25.42,10447
2018.02.02_11.25.43,7191
2018.02.02_11.25.44,8578
2018.02.02_11.25.45,8209
2018.02.02_11.25.47,7549
2018.02.02_11.25.48,7079
2018.02.02_11.25.49,2718
2018.02.02_11.25.50,7538
2018.02.02_11.25.51,4764
2018.02.02_11.25.52,2941
2018.02.02_11.25.53,4652
2018.02.02_11.25.55,4059
2018.02.02_11.25.56,9394
2018.02.02_11.25.57,4797
2018.02.02_11.25.58,2460
2018.02.02_11.25.59,2974
2018.02.02_11.26.00,3243
2018.02.02_11.26.01,5178
2018.02.02_11.26.02,5144
2018.02.02_11.26.04,2482
2018.02.02_11.26.05,2728
2018.02.02_11.26.06,4249
2018.02.02_11.26.07,6195
2018.02.02_11.26.08,3008
2018.02.02_11.26.09,7224
2018.02.02_11.26.10,8947
2018.02.02_11.26.12,6207
2018.02.02_11.26.13,1767
2018.02.02_11.26.14,300
2018.02.02_11.26.15,300
2018.02.02_11.26.16,525
2018.02.02_11.26.17,805
2018.02.02_11.26.19,1375
2018.02.02_11.26.20,1968
2018.02.02_11.26.21,849
2018.02.02_11.26.22,300
2018.02.02_11.26.23,300
2018.02.02_11.26.24,300
2018.02.02_11.26.26,391
2018.02.02_11.26.27,301
2018.02.02_11.26.28,335
2018.02.02_11.26.29,1051
2018.02.02_11.26.30,1431
2018.02.02_11.26.31,1409
2018.02.02_11.26.33,1375
2018.02.02_11.26.34,2471
2018.02.02_11.26.35,2471
2018.02.02_11.26.36,1118
2018.02.02_11.26.37,3243
2018.02.02_11.26.40,1465
2018.02.02_11.26.42,300
2018.02.02_11.26.43,300
2018.02.02_11.26.44,436
2018.02.02_11.26.45,300
2018.02.02_11.26.46,525
2018.02.02_11.26.47,659
2018.02.02_11.26.49,391
2018.02.02_11.26.50,2751
2018.02.02_11.26.51,5681
2018.02.02_11.26.52,6498
2018.02.02_11.26.54,7180
2018.02.02_11.26.55,5603
2018.02.02_11.26.56,2113
2018.02.02_11.26.57,3545
2018.02.02_11.26.58,6117
2018.02.02_11.26.59,2270
2018.02.02_11.27.00,3053
2018.02.02_11.27.01,5301
2018.02.02_11.27.02,6576
2018.02.02_11.27.03,2583
2018.02.02_11.27.05,2471
2018.02.02_11.27.06,2650
2018.02.02_11.27.07,8880
2018.02.02_11.27.08,10814
2018.02.02_11.27.09,9920
2018.02.02_11.27.10,6699
2018.02.02_11.27.11,5782
2018.02.02_11.27.12,1353
2018.02.02_11.27.13,905
2018.02.02_11.27.15,1219
2018.02.02_11.27.16,2393
2018.02.02_11.27.17,2952
2018.02.02_11.27.18,2829
2018.02.02_11.27.19,3601
2018.02.02_11.27.20,2516
2018.02.02_11.27.21,1621
2018.02.02_11.27.22,1521
2018.02.02_11.27.23,2203
2018.02.02_11.27.25,2371
2018.02.02_11.27.27,1822
2018.02.02_11.27.28,357
2018.02.02_11.27.29,300
2018.02.02_11.27.30,615
2018.02.02_11.27.31,3534
2018.02.02_11.27.32,4339
2018.02.02_11.27.34,4831
2018.02.02_11.27.35,2964
2018.02.02_11.27.36,4597
2018.02.02_11.27.37,5882
2018.02.02_11.27.38,5256
2018.02.02_11.27.39,6811
2018.02.02_11.27.40,6520
2018.02.02_11.27.41,4786
2018.02.02_11.27.42,2784
2018.02.02_11.27.43,905
2018.02.02_11.27.45,1554
2018.02.02_11.27.46,2326
2018.02.02_11.27.47,2672
2018.02.02_11.27.48,3288
2018.02.02_11.27.49,3947
2018.02.02_11.27.50,3701
2018.02.02_11.27.51,1923
2018.02.02_11.27.52,1431
2018.02.02_11.27.53,2829
2018.02.02_11.27.55,861
2018.02.02_11.27.56,2091
2018.02.02_11.27.57,2292
2018.02.02_11.27.58,2740
2018.02.02_11.27.59,2337
2018.02.02_11.28.01,2426
2018.02.02_11.28.02,2147
2018.02.02_11.28.03,2158
2018.02.02_11.28.04,469
2018.02.02_11.28.05,1297
2018.02.02_11.28.06,1576
2018.02.02_11.28.07,1621
2018.02.02_11.28.09,1576
2018.02.02_11.28.11,300
2018.02.02_11.28.12,536
2018.02.02_11.28.13,1543
2018.02.02_11.28.14,1297
2018.02.02_11.28.15,2102
2018.02.02_11.28.16,2415
2018.02.02_11.28.18,2549
2018.02.02_11.28.19,1878
2018.02.02_11.28.20,1677
2018.02.02_11.28.21,1431
2018.02.02_11.28.22,1241
2018.02.02_11.28.24,548
2018.02.02_11.28.26,1129
2018.02.02_11.28.28,301
2018.02.02_11.28.30,300
2018.02.02_11.28.31,300
2018.02.02_11.28.33,300
2018.02.02_11.28.38,300
2018.02.02_11.28.45,2001
2018.02.02_11.28.46,4585
2018.02.02_11.28.47,4037
2018.02.02_11.28.48,4484
2018.02.02_11.28.49,4407
2018.02.02_11.28.50,2528
2018.02.02_11.28.51,2147
2018.02.02_11.28.52,2180
2018.02.02_11.28.53,2382
2018.02.02_11.28.55,4295
2018.02.02_11.28.56,4529
2018.02.02_11.28.57,2796
2018.02.02_11.28.58,3187
2018.02.02_11.28.59,4944
2018.02.02_11.29.00,5245
2018.02.02_11.29.01,6643
2018.02.02_11.29.02,3153
2018.02.02_11.29.04,2941
2018.02.02_11.29.05,6621
2018.02.02_11.29.06,4618
2018.02.02_11.29.07,5380
2018.02.02_11.29.08,2717
2018.02.02_11.29.09,3411
2018.02.02_11.29.10,3097
2018.02.02_11.29.11,2639
2018.02.02_11.29.13,3254
2018.02.02_11.29.14,6296
2018.02.02_11.29.15,5055
2018.02.02_11.29.16,4306
2018.02.02_11.29.17,6755
2018.02.02_11.29.18,5893
2018.02.02_11.29.19,3500
2018.02.02_11.29.20,3098
2018.02.02_11.29.21,2718
2018.02.02_11.29.23,2013
2018.02.02_11.29.24,7057
2018.02.02_11.29.25,9249
2018.02.02_11.29.26,6789
2018.02.02_11.29.27,4003
2018.02.02_11.29.28,7202
2018.02.02_11.29.29,5547
2018.02.02_11.29.30,5961
2018.02.02_11.29.32,5692
2018.02.02_11.29.33,5256
2018.02.02_11.29.34,4451
2018.02.02_11.29.35,5278
2018.02.02_11.29.36,2986
2018.02.02_11.29.37,4261
2018.02.02_11.29.38,4149
2018.02.02_11.29.39,6833
2018.02.02_11.29.40,7124
2018.02.02_11.29.42,5089
2018.02.02_11.29.43,4194
2018.02.02_11.29.44,4597
2018.02.02_11.29.45,4786
2018.02.02_11.29.46,5324
2018.02.02_11.29.47,4329
2018.02.02_11.29.48,3892
2018.02.02_11.29.49,4138
2018.02.02_11.29.51,4272
2018.02.02_11.29.52,6173
2018.02.02_11.29.53,6296
2018.02.02_11.29.54,5670
2018.02.02_11.29.55,6185
2018.02.02_11.29.56,4116
2018.02.02_11.29.57,4283
2018.02.02_11.29.58,4082
2018.02.02_11.29.59,5983
2018.02.02_11.30.01,5302
2018.02.02_11.30.02,4920
2018.02.02_11.30.03,4440
2018.02.02_11.30.04,5961
2018.02.02_11.30.05,4070
2018.02.02_11.30.06,4049
2018.02.02_11.30.07,4294
2018.02.02_11.30.08,4261
2018.02.02_11.30.09,4898
2018.02.02_11.30.11,5480
2018.02.02_11.30.12,5402
2018.02.02_11.30.13,6319
2018.02.02_11.30.14,7057
2018.02.02_11.30.15,5176
2018.02.02_11.30.16,4331
2018.02.02_11.30.17,2818
2018.02.02_11.30.18,816
2018.02.02_11.30.19,1286
2018.02.02_11.30.21,1668
2018.02.02_11.30.22,883
2018.02.02_11.30.23,626
2018.02.02_11.30.24,3043
2018.02.02_11.30.25,3275
2018.02.02_11.30.26,2426
2018.02.02_11.30.27,2976
2018.02.02_11.30.28,2338
2018.02.02_11.30.29,2511
2018.02.02_11.30.31,3736
2018.02.02_11.30.32,5526
2018.02.02_11.30.33,8900
2018.02.02_11.30.34,7177
2018.02.02_11.30.35,8186
2018.02.02_11.30.36,4194
2018.02.02_11.30.37,5234
2018.02.02_11.30.39,6086
2018.02.02_11.30.40,4585
2018.02.02_11.30.41,7224
2018.02.02_11.30.42,7426
2018.02.02_11.30.43,11072
2018.02.02_11.30.44,8488
2018.02.02_11.30.45,6553
2018.02.02_11.30.46,6095
2018.02.02_11.30.48,5514
2018.02.02_11.30.49,2371
2018.02.02_11.30.50,2629
2018.02.02_11.30.51,3601
2018.02.02_11.30.52,2494
2018.02.02_11.30.53,2740
2018.02.02_11.30.55,3030
2018.02.02_11.30.56,3780
2018.02.02_11.30.57,2561
2018.02.02_11.30.58,2505
2018.02.02_11.30.59,1129
2018.02.02_11.31.00,2807
2018.02.02_11.31.01,3165
2018.02.02_11.31.02,3669
2018.02.02_11.31.04,2829
2018.02.02_11.31.05,3847
2018.02.02_11.31.06,3601
2018.02.02_11.31.07,2695
2018.02.02_11.31.08,1409
2018.02.02_11.31.09,1924
2018.02.02_11.31.10,3054
2018.02.02_11.31.11,3433
2018.02.02_11.31.12,1610
2018.02.02_11.31.14,3053
2018.02.02_11.31.15,2851
2018.02.02_11.31.16,2359
2018.02.02_11.31.17,2773
2018.02.02_11.31.18,905
2018.02.02_11.31.19,492
2018.02.02_11.31.20,346
2018.02.02_11.31.21,950
2018.02.02_11.31.23,805
2018.02.02_11.31.24,704
2018.02.02_11.31.25,1174
2018.02.02_11.31.26,1666
2018.02.02_11.31.27,2360
2018.02.02_11.31.28,2528
2018.02.02_11.31.29,1968
2018.02.02_11.31.30,1274
2018.02.02_11.31.31,2304
2018.02.02_11.31.32,3769
2018.02.02_11.31.34,3299
2018.02.02_11.31.35,1699
2018.02.02_11.31.36,2471
2018.02.02_11.31.37,1185
2018.02.02_11.31.38,849
2018.02.02_11.31.39,1733
2018.02.02_11.31.40,1813
2018.02.02_11.31.41,2863
2018.02.02_11.31.42,2170
2018.02.02_11.31.44,1812
2018.02.02_11.31.45,2639
2018.02.02_11.31.46,2550
2018.02.02_11.31.47,3098
2018.02.02_11.31.48,3490
2018.02.02_11.31.49,2762
2018.02.02_11.31.50,2103
2018.02.02_11.31.51,995
2018.02.02_11.31.52,1800
2018.02.02_11.31.54,2684
2018.02.02_11.31.55,1834
2018.02.02_11.31.56,1655
2018.02.02_11.31.57,1778
2018.02.02_11.31.58,2505
2018.02.02_11.31.59,3053
2018.02.02_11.32.00,3199
2018.02.02_11.32.01,2124
2018.02.02_11.32.02,3209
2018.02.02_11.32.04,3847
2018.02.02_11.32.05,4049
2018.02.02_11.32.06,4003
2018.02.02_11.32.07,1554
2018.02.02_11.32.08,3411
2018.02.02_11.32.09,3746
2018.02.02_11.32.10,3489
2018.02.02_11.32.11,1498
2018.02.02_11.32.12,2404
2018.02.02_11.32.14,3355
2018.02.02_11.32.15,3724
2018.02.02_11.32.16,3824
2018.02.02_11.32.17,3880
2018.02.02_11.32.18,3019
2018.02.02_11.32.19,2069
2018.02.02_11.32.20,2303
2018.02.02_11.32.21,2035
2018.02.02_11.32.22,1711
2018.02.02_11.32.24,2046
2018.02.02_11.32.25,2348
2018.02.02_11.32.26,2538
2018.02.02_11.32.27,2751
2018.02.02_11.32.28,4473
2018.02.02_11.32.29,4317
2018.02.02_11.32.30,2247
2018.02.02_11.32.31,1800
2018.02.02_11.32.32,2874
2018.02.02_11.32.34,3724
2018.02.02_11.32.35,3780
2018.02.02_11.32.36,3657
2018.02.02_11.32.37,3367
2018.02.02_11.32.38,3321
2018.02.02_11.32.39,1979
2018.02.02_11.32.40,2449
2018.02.02_11.32.41,3422
2018.02.02_11.32.42,3848
2018.02.02_11.32.44,4574
2018.02.02_11.32.45,3143
2018.02.02_11.32.46,1375
2018.02.02_11.32.47,1554
2018.02.02_11.32.48,2807
2018.02.02_11.32.49,3612
2018.02.02_11.32.50,2885
2018.02.02_11.32.51,2919
2018.02.02_11.32.52,1901
2018.02.02_11.32.54,2628
2018.02.02_11.32.55,2182
2018.02.02_11.32.56,2348
2018.02.02_11.32.57,1946
2018.02.02_11.32.58,1867
2018.02.02_11.32.59,2349
2018.02.02_11.33.00,3064
2018.02.02_11.33.01,4149
2018.02.02_11.33.02,4328
2018.02.02_11.33.04,3019
2018.02.02_11.33.05,1398
2018.02.02_11.33.06,2639
2018.02.02_11.33.07,2807
2018.02.02_11.33.08,3769
2018.02.02_11.33.09,4451
2018.02.02_11.33.10,3131
2018.02.02_11.33.11,1890
2018.02.02_11.33.12,1867
2018.02.02_11.33.14,1577
2018.02.02_11.33.15,2874
2018.02.02_11.33.16,2740
2018.02.02_11.33.17,3781
2018.02.02_11.33.18,6174
2018.02.02_11.33.19,5290
2018.02.02_11.33.20,3915
2018.02.02_11.33.21,3824
2018.02.02_11.33.22,3534
2018.02.02_11.33.24,2404
2018.02.02_11.33.25,4552
2018.02.02_11.33.26,4417
2018.02.02_11.33.27,5032
2018.02.02_11.33.28,2896
2018.02.02_11.33.29,1073
2018.02.02_11.33.30,2102
2018.02.02_11.33.31,1666
2018.02.02_11.33.32,1051
2018.02.02_11.33.34,2292
2018.02.02_11.33.35,2751
2018.02.02_11.33.36,2617
2018.02.02_11.33.37,2236
2018.02.02_11.33.38,2225
2018.02.02_11.33.39,3444
2018.02.02_11.33.40,3377
2018.02.02_11.33.42,2013
2018.02.02_11.33.43,1632
2018.02.02_11.33.44,1722
2018.02.02_11.33.45,995
2018.02.02_11.33.46,861
2018.02.02_11.33.47,995
2018.02.02_11.33.48,1353
2018.02.02_11.33.49,1107
2018.02.02_11.33.51,492
2018.02.02_11.33.52,300
2018.02.02_11.33.53,300
2018.02.02_11.33.54,300
2018.02.02_11.33.55,548
2018.02.02_11.33.56,402
2018.02.02_11.33.57,626
2018.02.02_11.33.58,2394
2018.02.02_11.33.59,1992
2018.02.02_11.34.01,1074
2018.02.02_11.34.02,1622
2018.02.02_11.34.03,3306
2018.02.02_11.34.04,3013
2018.02.02_11.34.05,2994
2018.02.02_11.34.06,1275
2018.02.02_11.34.07,1561
2018.02.02_11.34.08,1042
2018.02.02_11.34.09,727
2018.02.02_11.34.11,483
2018.02.02_11.34.12,492
2018.02.02_11.34.12,492
2018.02.02_11.34.13,559
2018.02.02_11.34.14,492
2018.02.02_11.34.15,637
2018.02.02_11.34.16,603
2018.02.02_11.34.17,1871
2018.02.02_11.34.17,1871
