1,11251
1,13107
1,17581
1,18755
1,15713
1,26785
1,22893
1,17939
1,17022
1,19963
1,24067
1,15814
1,17324
1,15858
1,10926
1,14147
1,31371
1,33552
1,39020
1,19683
1,17916
1,13912
1,15299
1,19750
1,19963
1,25633
1,23866
1,43852
1,45876
1,44378
1,31852
1,30398
1,38249
1,26953
1,33977
1,39481
1,39199
1,32546
1,26785
1,21496
1,12068
1,10691
1,11351
1,6978
1,14047
1,14472
1,16183
1,30704
1,27892
1,31874
1,22110
1,22166
1,21327
1,23374
1,27680
1,34122
1,38115
1,38316
1,28083
1,29447
1,18408
1,34927
1,34950
1,30263
1,21238
1,19806
1,19158
1,17659
1,16104
1,22580
1,22077
1,20623
1,19348
1,30454
1,29906
1,30319
1,24548
1,28485
1,30946
1,24929
1,15937
1,23743
1,32087
1,37578
1,37343
1,43953
1,54365
1,39747
1,41884
1,23441
1,24962
1,36940
1,63044
1,65079
1,61408
1,62238
1,58156
1,57362
1,52822
1,41291
1,46760
1,30029
1,27132
1,36292
1,22692
1,33607
1,42555
1,54052
1,47576
1,54085
1,56669
1,56512
1,65090
1,66555
1,64419
1,61388
1,40005
1,56445
1,34927
1,34882
1,41157
1,43081
1,31125
1,48225
1,39803
1,25454
1,28709
1,36907
1,26740
1,42063
1,33943
1,26852
1,37466
1,52967
1,52251
1,44155
1,50419
1,45240
1,29236
1,31787
1,46081
1,32759
1,59868
1,66602
1,47576
1,57911
1,43517
1,46313
1,54545
1,49523
1,55226
1,53516
1,41179
1,38495
1,40061
1,35643
1,52486
1,53839
1,23587
1,32355
1,49243
1,25622
1,33138
1,38439
1,30521
1,30857
1,40329
1,42801
1,37881
1,26472
1,28955
1,29279
1,13599
1,11664
1,18364
1,13040
1,8712
1,14460
1,8656
1,18140
1,20354
1,13465
1,11430
1,12224
1,18118
1,38003
1,54454
1,35263
1,33373
1,29659
1,16451
1,17044
1,18274
1,15366
1,12828
1,21685
1,24571
1,17077
1,12716
1,14662
1,15266
1,10971
1,13768
1,16519
1,15344
1,26260
1,23944
1,19035
1,21148
1,21920
1,12984
1,14281
1,19639
1,21551
1,27199
1,34793
1,31136
1,33395
1,30845
1,14528
1,18095
1,19001
1,33205
1,55618
1,52800
1,47610
1,54544
1,42980
1,51278
1,61690
1,50708
1,68200
1,49231
1,50316
1,61836
1,66086
1,51468
1,62854
1,67193
1,52978
1,55718
1,51155
1,33630
1,34021
1,58816
1,70459
1,62328
1,49053
1,38842
1,62574
1,58581
1,42532
1,51345
1,64375
1,55987
1,54052
1,55092
1,52419
1,56501
1,59162
1,53962
1,27792
1,36180
1,48784
1,13499
1,36974
1,38595
1,32847
1,53023
1,53918
1,49533
1,47274
1,30733
1,27311
1,15881
1,20936
1,9092
1,5211
1,6766
1,10121
1,15769
1,30454
1,37332
1,44847
1,42980
1,38931
1,46995
1,21473
1,33317
1,49466
1,52699
1,47722
1,46268
1,37656
1,31248
1,33909
1,39227
1,41358
1,42722
1,23981
1,24996
1,25499
1,19247
1,35799
1,46424
1,53168
1,51524
1,53168
1,52285
1,41034
1,47174
1,55729
1,63737
1,63190
1,67685
1,52039
1,30845
1,29973
1,31371
1,35855
1,31113
1,34346
1,28955
1,46245
1,53817
1,73277
1,63301
1,65046
1,55159
1,38707
1,63815
1,49601
1,53906
1,58313
1,59308
1,50585
1,43762
1,44333
1,38059
1,21171
1,29078
1,38148
1,34894
1,49791
1,38472
1,47755
1,32075
1,25175
1,32634
1,40452
1,36560
1,78343
1,50126
1,29615
1,42991
1,39255
1,24839
1,23173
1,33003
1,38573
1,36191
1,42890
1,52072
1,46816
1,48057
1,29536
1,18319
1,32545
1,42186
1,66992
1,57541
1,62742
1,69173
1,69877
1,56456
1,47118
1,44478
1,55718
1,23206
1,39971
1,30979
1,59286
1,51849
1,31639
1,40732
1,58816
1,70257
1,63033
1,62943
1,27445
1,29536
1,25387
1,35777
1,35207
1,50943
1,53336
1,49455
1,54063
1,60494
1,52956
1,43796
1,28686
1,33496
1,35598
1,45373
1,60538
1,47375
1,64017
1,58861
1,46380
1,49522
1,59331
1,52419
1,45295
1,32489
1,26964
1,35184
1,36437
1,45138
1,31594
1,39289
1,27658
1,13633
1,37421
1,34334
1,32945
1,49198
1,34044
1,48482
1,44892
1,62060
1,49354
1,47532
1,43897
1,66679
1,45328
1,60762
1,59431
1,55562
1,71387
1,74401
1,64397
1,58324
1,38977
1,61221
1,65851
1,70313
1,44836
1,58816
1,61791
1,59421
1,61210
1,50976
1,36594
1,30823
1,37544
1,36314
1,54633
1,54421
1,51916
1,44557
1,52933
1,48728
1,38193
1,49388
1,59666
1,63804
1,54477
1,55606
1,49410
1,41940
1,55785
1,58078
1,48673
1,45105
1,39714
1,36828
1,30107
1,21473
1,11564
1,22893
1,28519
1,20701
1,22770
1,23184
1,25767
1,36325
1,25622
1,45709
1,42722
1,44668
1,53425
1,28071
1,24101
1,24973
1,35084
1,28787
1,21238
1,25040
1,20533
1,55908
1,54846
1,31706
1,54947
1,45015
1,54958
1,60930
1,57016
1,66298
1,49567
1,51457
1,50864
1,56658
1,58872
1,29056
1,27411
1,31963
1,44232
1,54152
1,37857
1,13331
1,19896
1,23296
1,16932
1,24962
1,32142
1,24940
1,32634
1,22882
1,26103
1,41179
1,40944
1,45854
1,32836
1,33932
1,33116
1,57274
1,64744
1,50149
1,60606
1,45429
1,62373
1,50104
1,56658
1,55260
1,58727
1,48806
1,42174
1,53179
1,52318
1,56098
1,57318
1,41190
1,38730
1,53627
1,55752
1,58581
1,55394
1,40351
1,31393
1,48113
1,57508
1,45563
1,53414
1,50562
1,44031
1,55405
1,51211
1,62619
1,56881
1,47576
1,42734
1,46760
1,47252
1,42991
1,58033
1,60796
1,61713
1,44366
1,44545
1,67640
1,62339
1,52989
1,67282
1,52139
1,28586
1,40877
1,34983
1,43908
1,27423
1,39267
1,46972
1,50954
1,62507
1,65706
1,61288
1,65404
1,68557
1,68759
1,38819
1,40720
1,40642
1,28787
1,50987
1,50596
1,39759
1,28843
1,37175
1,44009
1,58771
1,31729
1,29827
1,43874
1,34390
1,51334
1,50887
1,40821
1,36224
1,44568
1,48393
1,40206
1,44803
1,36784
1,41593
1,50842
1,56960
1,44982
1,59700
1,48180
1,55785
1,61222
1,57295
1,58391
1,54186
1,49757
1,43237
1,36180
1,38830
1,36616
1,43729
1,55942
1,42364
1,43673
1,52676
1,54853
1,44076
1,44064
1,39602
1,38204
1,42409
1,52441
1,52027
1,50305
1,56960
1,63122
1,43572
1,42678
1,24985
1,34357
1,47408
1,43317
1,42320
1,35140
1,35307
1,37019
1,43897
1,33708
1,27646
1,39624
1,34245
1,35822
1,36594
1,36090
1,40407
1,29939
1,16854
1,30487
1,24190
1,41582
1,61075
1,64990
1,60505
1,55181
1,57206
1,60930
1,45127
1,39345
1,50540
1,34996
1,40262
1,42096
1,43371
1,43114
1,46860
1,36046
1,47554
1,46380
1,36616
1,33093
1,51166
1,38584
1,48326
1,18766
1,20891
1,24481
1,22614
1,26517
1,32791
1,28988
1,32053
1,30062
1,30811
1,38182
1,37947
1,32679
1,29234
1,26271
1,40374
1,63726
1,65180
1,47230
1,64878
1,67204
1,65694
1,48717
1,40295
1,44948
1,56389
1,48303
1,39647
1,56848
1,49612
1,57720
1,66902
1,32086
1,50104
1,53414
1,63279
1,59543
1,55427
1,66097
1,59185
1,44422
1,37175
1,57385
1,59476
1,67719
1,51032
1,63927
1,66309
1,74362
1,66958
1,56535
1,57150
1,56110
1,44615
1,55528
1,65750
1,71085
1,70761
1,66645
1,51211
1,64710
1,71499
1,72572
1,69117
1,63782
1,62809
1,61746
1,59286
1,40385
1,41034
1,60080
1,48057
1,37958
1,35744
1,34032
1,38394
1,36694
1,31270
1,34726
1,31852
1,48191
1,32623
1,36169
1,35676
1,67506
1,72293
1,59476
1,49455
1,59107
1,63547
1,46380
1,56367
1,51636
1,35363
1,44870
1,39591
1,28966
1,33641
1,49735
1,46201
1,48493
1,40586
1,49120
1,59364
1,59364
