Type,Mobility,Operator,Trace,Total host,Client,Algorithm,Port,Segment,RTT,Throughput,Packets,MOS,Stall Duration,Rep_level,Byte Size,Buffer level,Width,Height
3g,bus,Am,2,1,1,conv,59522,4,49.832,411709.8101849633,671,3.35,0,2357,3237948,27054,1280,720
3g,bus,Am,2,1,1,conv,59526,5,51.958,422370.6357133836,275,3.537,0,2357,1839178,31882,1280,720
3g,bus,Am,2,1,1,conv,59530,6,27.47,406802.51667448634,654,3.6689999999999996,0,2357,3174351,33248,1280,720
3g,bus,Am,2,1,1,conv,59534,7,64.282,334956.5162447875,322,3.775,0,2357,1632548,37475,1280,720
3g,bus,Am,2,1,1,conv,59538,8,58.525,440747.8321503486,578,3.843,0,2357,3074245,39556,1280,720
3g,bus,Am,2,1,1,conv,59542,9,43.659,270361.3209885866,903,3.9010000000000002,0,2357,3719807,34790,1280,720
3g,bus,Am,2,1,1,conv,59546,10,31.0,173457.1155938927,583,4.035,0,2357,1645977,34148,1280,720
3g,bus,Am,2,1,1,conv,59550,11,114.609,167447.01214263748,954,4.082,0,2357,2600349,27285,1280,720
3g,bus,Am,2,1,1,conv,59554,12,7.442,234300.81879130495,755,3.8989999999999996,0,1815,2446768,25637,736,414
3g,bus,Am,2,1,1,conv,59558,13,0.01,271790.38497214136,818,3.7880000000000003,0,1815,2963613,22471,736,414
3g,bus,Am,2,1,1,conv,59562,14,94.17,224261.4295658918,583,3.657,0,1815,1959135,22342,736,414
3g,bus,Am,2,1,1,conv,59566,15,59.655,235487.81417152227,552,3.635,0,1815,2286470,21141,736,414
3g,bus,Am,2,1,1,conv,59570,16,82.006,249281.8379382854,703,3.5860000000000003,0,1815,2292876,20445,736,414
3g,bus,Am,2,1,1,conv,59574,17,0.01,234848.21164278308,639,3.5589999999999997,0,1815,1940392,19673,736,414
3g,bus,Am,2,1,1,conv,59578,18,0.011,272097.98010811966,386,3.535,0,1815,1679128,19765,736,414
3g,bus,Am,2,1,1,conv,59582,19,56.019,175002.85550344829,1063,3.2969999999999997,1275,1815,3379707,10000,736,414
3g,bus,Am,2,1,1,conv,59586,20,20.207,273189.69156045694,338,3.2569999999999997,0,1085,1430118,12876,640,360
3g,bus,Am,2,1,1,conv,59590,21,0.013,224503.22233625018,510,3.27,0,1815,1700199,12550,736,414
3g,bus,Am,2,1,1,conv,59594,22,0.012,376639.91601342213,437,3.207,0,1085,2001667,14345,640,360
3g,bus,Am,2,1,1,conv,59598,23,44.818,319168.58947812056,309,3.2430000000000003,0,1815,1350801,18143,736,414
3g,bus,Am,2,1,1,conv,59602,24,55.261,313457.7893775178,372,3.24,0,1815,1857024,20126,736,414
3g,bus,Am,2,1,1,conv,59606,25,0.01,296426.2471161941,713,3.241,0,1815,2667945,18037,736,414
3g,bus,Am,2,1,1,conv,59610,26,17.454,292115.9348224273,569,3.248,0,1815,2492955,17259,736,414
3g,bus,Am,2,1,1,conv,59614,27,21.129,291912.8312900671,419,3.247,0,1815,1827457,18665,736,414
3g,bus,Am,2,1,1,conv,59618,28,74.877,273511.6067364588,652,3.2539999999999996,0,1815,2763938,16165,736,414
3g,bus,Am,2,1,1,conv,59624,29,69.52,272117.9524789586,538,3.241,0,1815,2191124,15684,736,414
3g,bus,Am,2,1,1,conv,59628,30,69.995,190831.27612710765,527,3.278,0,1815,1620798,14704,736,414
3g,bus,Am,2,1,1,conv,59632,31,92.383,180069.6742973614,993,2.986,3620,1815,2830418,10000,736,414
3g,bus,Am,2,1,1,conv,59636,32,45.039,266951.28045942273,720,2.86,2653,1815,2645960,10000,736,414
3g,bus,Am,2,1,1,conv,59640,33,34.732,258078.4421496229,708,2.7319999999999998,2521,1815,2523130,10000,736,414
3g,bus,Am,2,1,1,conv,59644,34,0.013,269569.8124288273,619,2.614,1972,1815,2221409,10000,736,414
3g,bus,Am,2,1,1,conv,59648,35,47.517,248636.83563926897,571,2.508,828,1815,2003176,10000,736,414
3g,bus,Am,2,1,1,conv,59652,36,28.706,311658.4600241518,869,2.4090000000000003,3427,1815,3268654,10000,736,414
3g,bus,Am,2,1,1,conv,59656,37,16.632,310670.1505140969,693,2.307,1868,1815,2780353,10000,736,414
3g,bus,Am,2,1,1,conv,59660,38,53.851,231451.4362015781,608,2.229,567,1815,1751162,10000,736,414
3g,bus,Am,2,1,1,conv,59664,39,39.059,235329.8116273456,305,2.215,0,1815,922019,12825,736,414
3g,bus,Am,2,1,1,conv,59668,40,27.744,264155.2535979409,332,2.2430000000000003,0,1815,1055515,15584,736,414
3g,bus,Am,2,1,1,conv,59672,41,52.819,248584.01733672465,519,2.248,0,1815,1611203,15968,736,414
3g,bus,Am,2,1,1,conv,59676,42,63.257,161589.00760312882,821,2.1519999999999997,914,1815,2222261,10000,736,414
3g,bus,Am,2,1,1,conv,59680,43,0.01,108232.08880467086,1345,2.022,26364,1815,3468743,10000,736,414
3g,bus,Am,2,1,1,conv,59684,44,38.579,152824.33315516182,823,1.9580000000000002,7697,1085,2186147,10000,640,360
3g,bus,Am,2,1,1,conv,59688,45,76.874,110143.46057221816,731,1.899,10565,1085,1879669,10000,640,360
3g,bus,Am,2,1,1,conv,59692,46,53.179,103437.88148936786,268,1.85,283,1085,681615,10000,640,360
3g,bus,Am,2,1,1,conv,59696,47,11.143,188669.47368566523,405,1.86,0,1085,1091950,10701,640,360
3g,bus,Am,2,1,1,conv,59700,48,24.598,127768.67675636776,449,1.787,2176,1085,1176473,10000,640,360
3g,bus,Am,2,1,1,conv,59704,49,16.261,129642.28002144268,262,1.776,0,1085,703289,10909,640,360
3g,bus,Am,2,1,1,conv,59708,50,53.336,174019.3576828111,263,1.7519999999999998,0,1085,720983,12944,640,360
3g,bus,Am,2,1,1,conv,59712,51,45.72,172710.66308655858,389,1.758,0,1085,1088753,12840,640,360
3g,bus,Am,2,1,1,conv,59718,52,31.878,199309.66640987297,517,1.767,0,1085,1569404,11086,640,360
3g,bus,Am,2,1,1,conv,59722,53,32.923,173966.8468820588,572,1.6969999999999998,1919,1085,1570074,10000,640,360
3g,bus,Am,2,1,1,conv,59726,54,74.107,153090.33459309165,660,1.666,6097,1085,1845151,10000,640,360
3g,bus,Am,2,1,1,conv,59730,55,129.538,166378.5814314066,1025,1.645,10963,1085,2786658,10000,640,360
3g,bus,Am,2,1,1,conv,59734,56,138.64,91806.8963008792,1013,1.618,21714,1085,2544041,10000,640,360
3g,bus,Am,2,1,1,conv,59738,57,33.04,281241.5801863133,545,1.599,1256,1085,1998697,10000,640,360
3g,bus,Am,2,1,1,conv,59742,58,24.591,340042.8237514854,187,1.604,0,1085,675674,13814,640,360
3g,bus,Am,2,1,1,conv,59746,59,16.717,391581.5911216948,470,1.62,0,1085,2224630,13951,640,360
3g,bus,Am,2,1,1,conv,59750,60,0.049,306295.3728296989,1167,1.5830000000000002,5234,1815,4585312,10000,736,414
3g,bus,Am,3,1,1,conv,59780,1,69.221,237710.27451196738,77,1.8780000000000001,0,237,361713,10000,320,180
3g,bus,Am,3,1,1,conv,59784,2,76.214,328572.27842743014,269,2.407,0,1085,1529691,20000,640,360
3g,bus,Am,3,1,1,conv,59788,3,37.785,343803.9001498857,331,2.719,0,1815,1673543,24455,736,414
3g,bus,Am,3,1,1,conv,59792,4,59.567,334930.73022354767,481,2.87,0,1815,2323579,26805,736,414
3g,bus,Am,3,1,1,conv,59796,5,47.568,345394.3774991361,403,2.935,0,1815,1628096,31309,736,414
3g,bus,Am,3,1,1,conv,59800,6,53.763,254080.48926667141,442,2.984,0,1815,1982953,32661,736,414
3g,bus,Am,3,1,1,conv,59804,7,52.528,290295.7930255561,202,2.989,0,1815,992930,38230,736,414
3g,bus,Am,3,1,1,conv,59808,8,80.073,279895.89534720354,557,3.034,0,1815,2099465,39712,736,414
3g,bus,Am,3,1,1,conv,59812,9,63.873,282763.7485739257,699,3.074,0,1815,2877827,38540,736,414
3g,bus,Am,3,1,1,conv,59816,10,93.028,216260.41678022407,315,3.1060000000000003,0,1815,1110685,42306,736,414
3g,bus,Am,3,1,1,conv,59820,11,106.883,249644.16523192066,448,3.21,0,1815,1827198,43855,736,414
3g,bus,Am,3,1,1,conv,59824,12,73.559,252959.1498232641,631,3.2260000000000004,0,1815,2446768,42925,736,414
3g,bus,Am,3,1,1,conv,59828,13,45.004,308749.8811133396,736,3.2489999999999997,0,1815,2963613,42012,736,414
3g,bus,Am,3,1,1,conv,59832,14,21.402,264897.51066425553,500,3.2510000000000003,0,1815,1959135,43166,736,414
3g,bus,Am,3,1,1,conv,59836,15,44.109,298214.56889662327,577,3.26,0,1815,2286470,43983,736,414
3g,bus,Am,3,1,1,conv,59840,16,58.656,311535.84209401556,509,3.2680000000000002,0,1815,2292876,45119,736,414
3g,bus,Am,3,1,1,conv,59844,17,85.421,303763.10129297763,491,3.27,0,1815,1940392,47175,736,414
3g,bus,Am,3,1,1,conv,59848,18,20.506,359187.87084951194,339,3.2689999999999997,0,1815,1679128,50782,736,414
3g,bus,Am,3,1,1,conv,59852,19,44.662,295801.34898072557,1100,3.3680000000000003,0,2357,4566978,43529,1280,720
3g,bus,Am,3,1,1,conv,59856,20,29.04,205712.33021672198,969,3.478,0,2357,3166503,36145,1280,720
3g,bus,Am,3,1,1,conv,59860,21,22.2,191378.3276894556,489,3.463,0,1815,1700199,35301,736,414
3g,bus,Am,3,1,1,conv,59864,22,27.659,238844.4116705819,946,3.4610000000000003,0,1815,3208284,29840,736,414
3g,bus,Am,3,1,1,conv,59868,23,136.247,92073.2404199089,538,3.4410000000000003,0,1815,1350801,23005,736,414
3g,bus,Am,3,1,1,conv,59874,24,0.012,140393.05238912505,386,3.3369999999999997,0,1085,1081930,22197,640,360
3g,bus,Am,3,1,1,conv,59878,25,36.721,236905.5500768852,487,3.305,0,1085,1553825,23403,640,360
3g,bus,Am,3,1,1,conv,59882,26,25.116,306334.38252293674,321,3.264,0,1085,1535940,26187,640,360
3g,bus,Am,3,1,1,conv,59886,27,16.004,394438.7495550047,222,3.208,0,1085,1084494,31153,640,360
3g,bus,Am,3,1,1,conv,59890,28,22.398,225904.2645741952,845,3.233,0,1815,2763938,26510,736,414
3g,bus,Am,3,1,1,conv,59894,29,88.887,178249.1004055892,651,3.248,0,1815,2191124,21812,736,414
3g,bus,Am,3,1,1,conv,59898,30,23.048,307635.0529918384,389,3.306,0,1815,1620798,23953,736,414
3g,bus,Am,3,1,1,conv,59902,31,69.212,261326.33888708762,783,3.324,0,1815,2830418,20578,736,414
3g,bus,Am,3,1,1,conv,59906,32,39.035,166566.18421662212,842,3.335,0,1815,2645960,12067,736,414
3g,bus,Am,3,1,1,conv,59910,33,33.089,290284.8106690141,653,3.343,0,1815,2523130,10720,736,414
3g,bus,Am,3,1,1,conv,59914,34,28.796,374530.7479373814,487,3.3480000000000003,0,1815,2221409,11958,736,414
3g,bus,Am,3,1,1,conv,59918,35,30.278,270274.01486762665,543,3.3510000000000004,0,1815,2003176,11765,736,414
3g,bus,Am,3,1,1,conv,59922,36,18.938,373453.4780727625,738,3.333,0,1815,3268654,10141,736,414
3g,bus,Am,3,1,1,conv,59926,37,18.331,396083.40694252565,600,3.339,0,1815,2780353,10240,736,414
3g,bus,Am,3,1,1,conv,59930,38,18.914,289734.7799783109,618,3.1519999999999997,905,2357,2356489,10000,1280,720
3g,bus,Am,3,1,1,conv,59934,39,28.982,279127.7818251344,393,3.201,0,2357,1354564,12069,1280,720
3g,bus,Am,3,1,1,conv,59938,40,0.015,141180.11868410802,501,3.0210000000000004,2860,2357,1540023,10000,1280,720
3g,bus,Am,3,1,1,conv,59942,41,71.465,104766.19867471202,636,2.8369999999999997,8612,1815,1611203,10000,736,414
3g,bus,Am,3,1,1,conv,59946,42,0.056,132285.864739247,833,2.697,10057,1815,2222261,10000,736,414
3g,bus,Am,3,1,1,conv,59950,43,0.011,131846.53065757462,798,2.511,10204,1085,2108222,10000,640,360
3g,bus,Am,3,1,1,conv,59954,44,33.19,141644.79676425864,831,2.391,8957,1085,2186147,10000,640,360
3g,bus,Am,3,1,1,conv,59958,45,43.968,127348.76024749596,710,2.281,8254,1085,1879669,10000,640,360
3g,bus,Am,3,1,1,conv,59962,46,38.461,152549.05830033845,251,2.256,0,1085,681615,11988,640,360
3g,bus,Am,3,1,1,conv,59968,47,62.211,148880.5069855001,411,2.213,0,1085,1091950,11004,640,360
3g,bus,Am,3,1,1,conv,59972,48,31.576,130197.95960345452,446,2.124,1896,1085,1176473,10000,640,360
3g,bus,Am,3,1,1,conv,59976,49,112.397,95476.551508212,280,2.028,1184,1085,703289,10000,640,360
3g,bus,Am,3,1,1,conv,59980,50,124.405,118332.99533563171,278,2.032,0,1085,720983,10026,640,360
3g,bus,Am,3,1,1,conv,59984,51,0.01,91439.43403420749,440,1.95,6693,1085,1088753,10000,640,360
3g,bus,Am,3,1,1,conv,59988,52,210.583,30419.40974748197,549,1.8719999999999999,28589,751,1057396,10000,512,288
3g,bus,Am,3,1,1,conv,59992,53,0.011,59481.238814409386,476,1.7919999999999998,15014,751,1086142,10000,512,288
3g,bus,Am,3,1,1,conv,59996,54,220.911,34362.20241688803,521,1.706,27018,751,1092593,10000,512,288
3g,bus,Am,3,1,1,conv,60000,55,0.055,495184.87239513843,242,1.705,0,560,1306145,13356,512,288
3g,bus,Am,3,1,1,conv,60004,56,0.053,495391.5296515546,438,1.722,0,1085,2544041,14150,640,360
3g,bus,Am,3,1,1,conv,60008,57,8.425,523187.59301203466,629,1.739,0,1815,3543842,13243,736,414
3g,bus,Am,3,1,1,conv,60012,58,29.438,494205.4852010493,228,1.756,0,1815,1061959,16732,736,414
3g,bus,Am,3,1,1,conv,60016,59,44.567,473133.87038780475,696,1.781,0,2357,3840786,14347,1280,720
3g,bus,Am,3,1,1,conv,60020,60,12.226,486687.26527915656,784,1.787,0,2357,4407978,10992,1280,720
3g,train,Am,1,1,1,conv,60050,1,126.84,149276.2123000603,119,1.8780000000000001,0,237,361713,10000,320,180
3g,train,Am,1,1,1,conv,60054,2,116.978,204076.99118845304,479,2.407,0,1085,1529691,20000,640,360
3g,train,Am,1,1,1,conv,60058,3,57.79,291902.8021904227,218,2.503,0,1085,995200,25947,640,360
3g,train,Am,1,1,1,conv,60062,4,60.542,284029.6835226447,340,2.6060000000000003,0,1085,1514485,29890,640,360
3g,train,Am,1,1,1,conv,60066,5,44.838,328535.3323517114,177,2.6069999999999998,0,1085,1006289,36040,640,360
3g,train,Am,1,1,1,conv,60070,6,87.269,268849.1520941012,270,2.638,0,1085,1199268,40729,640,360
3g,train,Am,1,1,1,conv,60074,7,26.153,367310.8224608697,191,2.742,0,1815,992930,47049,736,414
3g,train,Am,1,1,1,conv,60078,8,39.195,442847.66090239945,382,2.862,0,1815,2099465,51307,736,414
3g,train,Am,1,1,1,conv,60082,9,49.462,358384.96075518994,576,2.9410000000000003,0,1815,2877827,52258,736,414
3g,train,Am,1,1,1,conv,60086,10,54.647,384956.13298680604,289,3.137,0,2357,1645977,56824,1280,720
3g,train,Am,1,1,1,conv,60090,11,55.061,389015.43227651704,456,3.384,0,2357,2600349,59016,1280,720
3g,train,Am,1,1,1,conv,60094,12,19.717,381340.98173428216,634,3.4619999999999997,0,2357,3273312,59162,1280,720
3g,train,Am,1,1,1,conv,60098,13,80.035,358946.8003506211,856,3.532,0,2357,3867486,57115,1280,720
3g,train,Am,1,1,1,conv,60102,14,54.015,379948.8495777786,467,3.58,0,2357,2712060,58635,1280,720
3g,train,Am,1,1,1,conv,60106,15,102.167,344294.52040931873,698,3.648,0,2357,3146818,57991,1280,720
3g,train,Am,1,1,1,conv,60110,16,74.922,403336.4932762362,549,3.698,0,2357,3056338,58989,1280,720
3g,train,Am,1,1,1,conv,60114,17,0.011,468069.3344647005,458,3.745,0,2357,2579182,60000,1280,720
3g,train,Am,1,1,1,conv,60118,18,43.318,418910.93989116396,325,3.792,0,2357,2189939,60000,1280,720
3g,train,Am,1,1,1,conv,60122,19,18.482,416488.54752997344,825,3.84,0,2357,4566978,55098,1280,720
3g,train,Am,1,1,1,conv,60128,20,55.538,394039.9635370319,764,3.862,0,3011,4066507,53005,1280,720
3g,train,Am,1,1,1,conv,60132,21,47.1,379929.3921833807,491,3.887,0,3011,2855387,53651,1280,720
3g,train,Am,1,1,1,conv,60136,22,245.392,272797.0816299683,1425,3.911,0,3011,5335301,41191,1280,720
3g,train,Am,1,1,1,conv,60140,23,26.042,164996.17150982918,651,3.93,0,2357,2021021,36842,1280,720
3g,train,Am,1,1,1,conv,60144,24,28.764,199139.30851793973,791,3.95,0,2357,2600963,31566,1280,720
3g,train,Am,1,1,1,conv,60148,25,18.775,278796.4368156705,750,3.8739999999999997,0,1815,2667945,29870,736,414
3g,train,Am,1,1,1,conv,60152,26,23.102,168302.46244570985,919,3.823,0,1815,2492955,22807,736,414
3g,train,Am,1,1,1,conv,60156,27,44.064,199369.45529943786,492,3.778,0,1815,1827457,21325,736,414
3g,train,Am,1,1,1,conv,60160,28,79.439,108293.64432932457,1075,3.444,6708,1815,2763938,10000,736,414
3g,train,Am,1,1,1,conv,60164,29,92.204,193095.55178178533,347,3.34,0,1085,1286021,10941,640,360
3g,train,Am,1,1,1,conv,60168,30,23.029,159673.61403042375,307,3.1919999999999997,0,1085,980951,12277,640,360
3g,train,Am,1,1,1,conv,60172,31,91.048,143499.53620382902,565,2.964,1477,1085,1591186,10000,640,360
3g,train,Am,1,1,1,conv,60176,32,85.845,202687.6911588854,583,2.783,613,1085,1646305,10000,640,360
3g,train,Am,1,1,1,conv,60180,33,16.096,314057.3279153033,393,2.7510000000000003,0,1085,1552162,12487,640,360
3g,train,Am,1,1,1,conv,60184,34,35.662,251804.18270118863,443,2.737,0,1085,1368369,14253,640,360
3g,train,Am,1,1,1,conv,60188,35,24.801,266393.546335904,324,2.7319999999999998,0,1085,1157736,17164,640,360
3g,train,Am,1,1,1,conv,60192,36,20.752,304185.24701845075,830,2.772,0,1815,3268654,13658,736,414
3g,train,Am,1,1,1,conv,60196,37,37.556,341662.72341233894,664,2.785,0,1815,2780353,12711,736,414
3g,train,Am,1,1,1,conv,60200,38,28.731,312598.1338570352,424,2.7880000000000003,0,1815,1751162,14187,736,414
3g,train,Am,1,1,1,conv,60204,39,26.019,350847.9199454921,218,2.8089999999999997,0,1815,922019,18583,736,414
3g,train,Am,1,1,1,conv,60208,40,125.3,428707.17299646593,219,2.8089999999999997,0,1815,1055515,22932,736,414
3g,train,Am,1,1,1,conv,60212,41,16.798,330735.7817183177,533,2.846,0,2357,2180784,23171,1280,720
3g,train,Am,1,1,1,conv,60216,42,24.084,302928.934374474,751,2.863,0,2357,2836118,20611,1280,720
3g,train,Am,1,1,1,conv,60220,43,14.196,475160.2022280439,842,2.887,0,2357,4644609,17534,1280,720
3g,train,Am,1,1,1,conv,60224,44,28.565,469970.1669298997,901,2.9610000000000003,0,2357,4793513,14039,1280,720
3g,train,Am,1,1,1,conv,60230,45,29.774,104222.67311456172,1542,2.658,28447,2357,4076849,10000,1280,720
3g,train,Am,1,1,1,conv,60234,46,0.01,34586.84403491031,588,2.511,32651,2357,1325533,10000,1280,720
3g,train,Am,1,1,1,conv,60238,47,0.051,172028.11348284356,743,2.406,5388,1815,2062951,10000,736,414
3g,train,Am,1,1,1,conv,60242,48,32.773,171231.9157755356,750,2.3080000000000003,5492,1815,2036786,10000,736,414
3g,train,Am,1,1,1,conv,60246,49,38.163,177693.2251414323,263,2.294,0,1085,703289,12420,640,360
3g,train,Am,1,1,1,conv,60250,50,46.361,161719.08740247492,263,2.271,0,1085,720983,14176,640,360
3g,train,Am,1,1,1,conv,60254,51,42.616,164344.66445060787,411,2.272,0,1085,1088753,13821,640,360
3g,train,Am,1,1,1,conv,60258,52,49.372,152778.57672981225,586,2.171,298,1085,1569404,10000,640,360
3g,train,Am,1,1,1,conv,60262,53,0.01,153051.33761464368,605,2.092,5052,1085,1570074,10000,640,360
3g,train,Am,1,1,1,conv,60266,54,33.998,148750.78027868198,689,2.024,6492,1085,1845151,10000,640,360
3g,train,Am,1,1,1,conv,60270,55,56.943,222566.18806937648,845,1.965,6699,1085,2786658,10000,640,360
3g,train,Am,1,1,1,conv,60274,56,24.459,220009.197221602,867,1.913,5757,1085,2544041,10000,640,360
3g,train,Am,1,1,1,conv,60278,57,0.013,255186.0058142296,623,1.868,2944,1085,1998697,10000,640,360
3g,train,Am,1,1,1,conv,60282,58,0.01,197830.0936645795,234,1.845,0,1085,675674,11458,640,360
3g,train,Am,1,1,1,conv,60286,59,0.049,271285.35010584624,630,1.807,1077,1085,2224630,10000,640,360
3g,train,Am,1,1,1,conv,60290,60,21.005,295257.83963311696,650,1.7619999999999998,2774,1085,2497664,10000,640,360
3g,train,Am,2,1,1,conv,60320,1,64.595,233410.11863458023,71,1.8780000000000001,0,237,361713,10000,320,180
3g,train,Am,2,1,1,conv,60324,2,15.234,180067.08989884023,538,2.407,0,1085,1529691,20000,640,360
3g,train,Am,2,1,1,conv,60328,3,49.439,311980.0843837423,281,2.503,0,1085,995200,26134,640,360
3g,train,Am,2,1,1,conv,60332,4,50.887,280277.3928491664,326,2.6060000000000003,0,1085,1514485,30037,640,360
3g,train,Am,2,1,1,conv,60336,5,143.457,201092.27963573887,521,2.782,0,1815,1628096,31125,736,414
3g,train,Am,2,1,1,conv,60340,6,33.708,301384.34391872986,524,2.8760000000000003,0,1815,1982953,33661,736,414
3g,train,Am,2,1,1,conv,60344,7,28.009,311890.6233365648,264,2.9130000000000003,0,1815,992930,39591,736,414
3g,train,Am,2,1,1,conv,60348,8,31.282,338782.404077348,491,2.9619999999999997,0,1815,2099465,42453,736,414
3g,train,Am,2,1,1,conv,60352,9,52.034,423373.25297330495,563,3.008,0,1815,2877827,44562,736,414
3g,train,Am,2,1,1,conv,60356,10,18.328,272971.8561577485,396,3.2060000000000004,0,2357,1645977,47426,1280,720
3g,train,Am,2,1,1,conv,60360,11,0.053,253784.71094821297,477,3.1919999999999997,0,1815,1827198,49065,736,414
3g,train,Am,2,1,1,conv,60364,12,67.642,254851.91207698444,662,3.193,0,1815,2446768,48223,736,414
3g,train,Am,2,1,1,conv,60370,13,69.54,273506.7390705523,834,3.208,0,1815,2963613,46095,736,414
3g,train,Am,2,1,1,conv,60374,14,60.66,161691.382170178,621,3.19,0,1815,1959135,42602,736,414
3g,train,Am,2,1,1,conv,60378,15,14.364,136508.21641927544,849,3.187,0,1815,2286470,34333,736,414
3g,train,Am,2,1,1,conv,60382,16,145.506,216276.6423308785,725,3.194,0,1815,2292876,32261,736,414
3g,train,Am,2,1,1,conv,60386,17,0.01,249328.07616848298,286,3.133,0,1085,1155461,35112,640,360
3g,train,Am,2,1,1,conv,60390,18,89.758,206973.48746541602,288,3.1069999999999998,0,1085,1020758,38470,640,360
3g,train,Am,2,1,1,conv,60394,19,13.306,235468.3315038729,646,3.103,0,1085,2083791,37887,640,360
3g,train,Am,2,1,1,conv,60398,20,19.695,212432.93996595353,468,3.0810000000000004,0,1085,1430118,39363,640,360
3g,train,Am,2,1,1,conv,60402,21,26.909,192908.93712651855,368,3.0589999999999997,0,1085,1008563,42357,640,360
3g,train,Am,2,1,1,conv,60406,22,20.036,286589.0696590737,467,3.068,0,1085,2001667,43535,640,360
3g,train,Am,2,1,1,conv,60410,23,57.419,394552.5131460038,144,3.0410000000000004,0,1085,784770,49615,640,360
3g,train,Am,2,1,1,conv,60414,24,50.246,273860.40978298185,428,3.072,0,1815,1857024,50765,736,414
3g,train,Am,2,1,1,conv,60418,25,53.588,439200.5281922272,503,3.1010000000000004,0,1815,2667945,52676,736,414
3g,train,Am,2,1,1,conv,60422,26,16.95,418399.17232421326,454,3.117,0,1815,2492955,54507,736,414
3g,train,Am,2,1,1,conv,60426,27,47.513,446318.6805027172,440,3.181,0,2357,2554367,56600,1280,720
3g,train,Am,2,1,1,conv,60430,28,40.531,471948.1079722487,590,3.225,0,2357,3905450,56061,1280,720
3g,train,Am,2,1,1,conv,60434,29,53.802,344957.92388856,647,3.292,0,2357,3069430,54859,1280,720
3g,train,Am,2,1,1,conv,60438,30,58.943,274897.1600994149,545,3.327,0,2357,2120313,54623,1280,720
3g,train,Am,2,1,1,conv,60442,31,60.935,285335.03315112,1015,3.3680000000000003,0,2357,4090687,47744,1280,720
3g,train,Am,2,1,1,conv,60446,32,55.084,224914.35849652134,1033,3.5069999999999997,0,2357,3304033,40449,1280,720
3g,train,Am,2,1,1,conv,60450,33,0.01,271183.9045700211,928,3.55,0,2357,3187714,35200,1280,720
3g,train,Am,2,1,1,conv,60454,34,23.313,293479.41751271137,673,3.585,0,2357,2834974,32838,1280,720
3g,train,Am,2,1,1,conv,60458,35,19.34,355948.86828587117,600,3.6069999999999998,0,2357,2613562,32694,1280,720
3g,train,Am,2,1,1,conv,60462,36,11.269,273447.0501385729,1172,3.6430000000000002,0,2357,4218413,24503,1280,720
3g,train,Am,2,1,1,conv,60466,37,44.74,233069.87520335976,1101,3.662,0,2357,3587056,16342,1280,720
3g,train,Am,2,1,1,conv,60470,38,32.694,299140.806527447,401,3.6210000000000004,0,1815,1751162,17667,736,414
3g,train,Am,2,1,1,conv,60476,39,40.483,352069.1615279457,236,3.582,0,1815,922019,22062,736,414
3g,train,Am,2,1,1,conv,60480,40,33.713,187387.46389111664,474,3.614,0,2357,1540023,20739,1280,720
3g,train,Am,2,1,1,conv,60484,41,27.446,318199.71565104066,418,3.571,0,1815,1611203,22522,736,414
3g,train,Am,2,1,1,conv,60488,42,19.905,266711.0047753871,659,3.5589999999999997,0,1815,2222261,20866,736,414
3g,train,Am,2,1,1,conv,60492,43,15.435,300686.41039176274,887,3.551,0,1815,3468743,16056,736,414
3g,train,Am,2,1,1,conv,60496,44,40.726,140619.41736638048,1405,3.2689999999999997,13734,1815,3702911,10000,736,414
